pair_id,case_id,scenario_1_id,scenario_2_id,decision_1,decision_2,causal_delta
pair_334,CASE-3690_vs_CASE-3841,case-3691,case-3842,escalate,refuse_due_to_policy,trigger_phrase
pair_335,CASE-3690_vs_CASE-3843,case-3691,case-3844,escalate,refuse_due_to_policy,trigger_phrase
pair_336,CASE-3690_vs_CASE-3845,case-3691,case-3846,escalate,refuse_due_to_policy,trigger_phrase
pair_337,CASE-3690_vs_CASE-3847,case-3691,case-3848,escalate,refuse_due_to_policy,trigger_phrase
pair_338,CASE-3690_vs_CASE-3849,case-3691,case-3850,escalate,refuse_due_to_policy,trigger_phrase
pair_339,CASE-3690_vs_CASE-3851,case-3691,case-3852,escalate,refuse_due_to_policy,trigger_phrase
pair_340,CASE-3690_vs_CASE-3853,case-3691,case-3854,escalate,refuse_due_to_policy,trigger_phrase
pair_341,CASE-3690_vs_CASE-3855,case-3691,case-3856,escalate,refuse_due_to_policy,trigger_phrase
pair_342,CASE-3690_vs_CASE-3857,case-3691,case-3858,escalate,refuse_due_to_policy,trigger_phrase
pair_343,CASE-3690_vs_CASE-3859,case-3691,case-3860,escalate,refuse_due_to_policy,trigger_phrase
pair_344,CASE-3690_vs_CASE-3861,case-3691,case-3862,escalate,refuse_due_to_policy,trigger_phrase
pair_345,CASE-3690_vs_CASE-3863,case-3691,case-3864,escalate,refuse_due_to_policy,trigger_phrase
pair_346,CASE-3690_vs_CASE-3865,case-3691,case-3866,escalate,refuse_due_to_policy,trigger_phrase
pair_347,CASE-3690_vs_CASE-3867,case-3691,case-3868,escalate,refuse_due_to_policy,trigger_phrase
pair_348,CASE-3690_vs_CASE-3869,case-3691,case-3870,escalate,refuse_due_to_policy,trigger_phrase
pair_349,CASE-3690_vs_CASE-3871,case-3691,case-3872,escalate,refuse_due_to_policy,trigger_phrase
pair_350,CASE-3690_vs_CASE-3873,case-3691,case-3874,escalate,refuse_due_to_policy,trigger_phrase
pair_351,CASE-3693_vs_CASE-3825,case-3694,case-3826,escalate,refuse_due_to_policy,trigger_phrase
pair_352,CASE-3693_vs_CASE-3827,case-3694,case-3828,escalate,refuse_due_to_policy,trigger_phrase
pair_353,CASE-3693_vs_CASE-3829,case-3694,case-3830,escalate,refuse_due_to_policy,trigger_phrase
pair_354,CASE-3693_vs_CASE-3831,case-3694,case-3832,escalate,refuse_due_to_policy,trigger_phrase
pair_355,CASE-3693_vs_CASE-3833,case-3694,case-3834,escalate,refuse_due_to_policy,trigger_phrase
pair_356,CASE-3693_vs_CASE-3835,case-3694,case-3836,escalate,refuse_due_to_policy,trigger_phrase
pair_357,CASE-3693_vs_CASE-3837,case-3694,case-3838,escalate,refuse_due_to_policy,trigger_phrase
pair_358,CASE-3693_vs_CASE-3839,case-3694,case-3840,escalate,refuse_due_to_policy,trigger_phrase
pair_359,CASE-3693_vs_CASE-3841,case-3694,case-3842,escalate,refuse_due_to_policy,trigger_phrase
pair_360,CASE-3693_vs_CASE-3843,case-3694,case-3844,escalate,refuse_due_to_policy,trigger_phrase
pair_361,CASE-3693_vs_CASE-3845,case-3694,case-3846,escalate,refuse_due_to_policy,trigger_phrase
pair_362,CASE-3693_vs_CASE-3847,case-3694,case-3848,escalate,refuse_due_to_policy,trigger_phrase
pair_363,CASE-3693_vs_CASE-3849,case-3694,case-3850,escalate,refuse_due_to_policy,trigger_phrase
pair_364,CASE-3693_vs_CASE-3851,case-3694,case-3852,escalate,refuse_due_to_policy,trigger_phrase
pair_365,CASE-3693_vs_CASE-3853,case-3694,case-3854,escalate,refuse_due_to_policy,trigger_phrase
pair_366,CASE-3693_vs_CASE-3855,case-3694,case-3856,escalate,refuse_due_to_policy,trigger_phrase
pair_367,CASE-3693_vs_CASE-3857,case-3694,case-3858,escalate,refuse_due_to_policy,trigger_phrase
pair_368,CASE-3693_vs_CASE-3859,case-3694,case-3860,escalate,refuse_due_to_policy,trigger_phrase
pair_369,CASE-3693_vs_CASE-3861,case-3694,case-3862,escalate,refuse_due_to_policy,trigger_phrase
pair_370,CASE-3693_vs_CASE-3863,case-3694,case-3864,escalate,refuse_due_to_policy,trigger_phrase
pair_371,CASE-3693_vs_CASE-3865,case-3694,case-3866,escalate,refuse_due_to_policy,trigger_phrase
pair_372,CASE-3693_vs_CASE-3867,case-3694,case-3868,escalate,refuse_due_to_policy,trigger_phrase
pair_373,CASE-3693_vs_CASE-3869,case-3694,case-3870,escalate,refuse_due_to_policy,trigger_phrase
pair_374,CASE-3693_vs_CASE-3871,case-3694,case-3872,escalate,refuse_due_to_policy,trigger_phrase
pair_375,CASE-3693_vs_CASE-3873,case-3694,case-3874,escalate,refuse_due_to_policy,trigger_phrase
pair_376,CASE-3696_vs_CASE-3825,case-3697,case-3826,escalate,refuse_due_to_policy,trigger_phrase
pair_377,CASE-3696_vs_CASE-3827,case-3697,case-3828,escalate,refuse_due_to_policy,trigger_phrase
pair_378,CASE-3696_vs_CASE-3829,case-3697,case-3830,escalate,refuse_due_to_policy,trigger_phrase
pair_379,CASE-3696_vs_CASE-3831,case-3697,case-3832,escalate,refuse_due_to_policy,trigger_phrase
pair_380,CASE-3696_vs_CASE-3833,case-3697,case-3834,escalate,refuse_due_to_policy,trigger_phrase
pair_381,CASE-3696_vs_CASE-3835,case-3697,case-3836,escalate,refuse_due_to_policy,trigger_phrase
pair_382,CASE-3696_vs_CASE-3837,case-3697,case-3838,escalate,refuse_due_to_policy,trigger_phrase
pair_383,CASE-3696_vs_CASE-3839,case-3697,case-3840,escalate,refuse_due_to_policy,trigger_phrase
pair_384,CASE-3696_vs_CASE-3841,case-3697,case-3842,escalate,refuse_due_to_policy,trigger_phrase
pair_385,CASE-3696_vs_CASE-3843,case-3697,case-3844,escalate,refuse_due_to_policy,trigger_phrase
pair_386,CASE-3696_vs_CASE-3845,case-3697,case-3846,escalate,refuse_due_to_policy,trigger_phrase
pair_387,CASE-3696_vs_CASE-3847,case-3697,case-3848,escalate,refuse_due_to_policy,trigger_phrase
pair_388,CASE-3696_vs_CASE-3849,case-3697,case-3850,escalate,refuse_due_to_policy,trigger_phrase
pair_389,CASE-3696_vs_CASE-3851,case-3697,case-3852,escalate,refuse_due_to_policy,trigger_phrase
pair_390,CASE-3696_vs_CASE-3853,case-3697,case-3854,escalate,refuse_due_to_policy,trigger_phrase
pair_391,CASE-3696_vs_CASE-3855,case-3697,case-3856,escalate,refuse_due_to_policy,trigger_phrase
pair_392,CASE-3696_vs_CASE-3857,case-3697,case-3858,escalate,refuse_due_to_policy,trigger_phrase
pair_393,CASE-3696_vs_CASE-3859,case-3697,case-3860,escalate,refuse_due_to_policy,trigger_phrase
pair_394,CASE-3696_vs_CASE-3861,case-3697,case-3862,escalate,refuse_due_to_policy,trigger_phrase
pair_395,CASE-3696_vs_CASE-3863,case-3697,case-3864,escalate,refuse_due_to_policy,trigger_phrase
pair_396,CASE-3696_vs_CASE-3865,case-3697,case-3866,escalate,refuse_due_to_policy,trigger_phrase
pair_397,CASE-3696_vs_CASE-3867,case-3697,case-3868,escalate,refuse_due_to_policy,trigger_phrase
pair_398,CASE-3696_vs_CASE-3869,case-3697,case-3870,escalate,refuse_due_to_policy,trigger_phrase
pair_399,CASE-3696_vs_CASE-3871,case-3697,case-3872,escalate,refuse_due_to_policy,trigger_phrase
pair_400,CASE-3696_vs_CASE-3873,case-3697,case-3874,escalate,refuse_due_to_policy,trigger_phrase
pair_401,CASE-3699_vs_CASE-3825,case-3700,case-3826,escalate,refuse_due_to_policy,trigger_phrase
pair_402,CASE-3699_vs_CASE-3827,case-3700,case-3828,escalate,refuse_due_to_policy,trigger_phrase
pair_403,CASE-3699_vs_CASE-3829,case-3700,case-3830,escalate,refuse_due_to_policy,trigger_phrase
pair_404,CASE-3699_vs_CASE-3831,case-3700,case-3832,escalate,refuse_due_to_policy,trigger_phrase
pair_405,CASE-3699_vs_CASE-3833,case-3700,case-3834,escalate,refuse_due_to_policy,trigger_phrase
pair_406,CASE-3699_vs_CASE-3835,case-3700,case-3836,escalate,refuse_due_to_policy,trigger_phrase
pair_407,CASE-3699_vs_CASE-3837,case-3700,case-3838,escalate,refuse_due_to_policy,trigger_phrase
pair_408,CASE-3699_vs_CASE-3839,case-3700,case-3840,escalate,refuse_due_to_policy,trigger_phrase
pair_409,CASE-3699_vs_CASE-3841,case-3700,case-3842,escalate,refuse_due_to_policy,trigger_phrase
pair_410,CASE-3699_vs_CASE-3843,case-3700,case-3844,escalate,refuse_due_to_policy,trigger_phrase
pair_411,CASE-3699_vs_CASE-3845,case-3700,case-3846,escalate,refuse_due_to_policy,trigger_phrase
pair_412,CASE-3699_vs_CASE-3847,case-3700,case-3848,escalate,refuse_due_to_policy,trigger_phrase
pair_413,CASE-3699_vs_CASE-3849,case-3700,case-3850,escalate,refuse_due_to_policy,trigger_phrase
pair_414,CASE-3699_vs_CASE-3851,case-3700,case-3852,escalate,refuse_due_to_policy,trigger_phrase
pair_415,CASE-3699_vs_CASE-3853,case-3700,case-3854,escalate,refuse_due_to_policy,trigger_phrase
pair_416,CASE-3699_vs_CASE-3855,case-3700,case-3856,escalate,refuse_due_to_policy,trigger_phrase
pair_417,CASE-3699_vs_CASE-3857,case-3700,case-3858,escalate,refuse_due_to_policy,trigger_phrase
pair_418,CASE-3699_vs_CASE-3859,case-3700,case-3860,escalate,refuse_due_to_policy,trigger_phrase
pair_419,CASE-3699_vs_CASE-3861,case-3700,case-3862,escalate,refuse_due_to_policy,trigger_phrase
pair_420,CASE-3699_vs_CASE-3863,case-3700,case-3864,escalate,refuse_due_to_policy,trigger_phrase
pair_421,CASE-3699_vs_CASE-3865,case-3700,case-3866,escalate,refuse_due_to_policy,trigger_phrase
pair_422,CASE-3699_vs_CASE-3867,case-3700,case-3868,escalate,refuse_due_to_policy,trigger_phrase
pair_423,CASE-3699_vs_CASE-3869,case-3700,case-3870,escalate,refuse_due_to_policy,trigger_phrase
pair_424,CASE-3699_vs_CASE-3871,case-3700,case-3872,escalate,refuse_due_to_policy,trigger_phrase
pair_425,CASE-3699_vs_CASE-3873,case-3700,case-3874,escalate,refuse_due_to_policy,trigger_phrase
pair_426,CASE-3702_vs_CASE-3825,case-3703,case-3826,escalate,refuse_due_to_policy,trigger_phrase
pair_427,CASE-3702_vs_CASE-3827,case-3703,case-3828,escalate,refuse_due_to_policy,trigger_phrase
pair_428,CASE-3702_vs_CASE-3829,case-3703,case-3830,escalate,refuse_due_to_policy,trigger_phrase
pair_429,CASE-3702_vs_CASE-3831,case-3703,case-3832,escalate,refuse_due_to_policy,trigger_phrase
pair_430,CASE-3702_vs_CASE-3833,case-3703,case-3834,escalate,refuse_due_to_policy,trigger_phrase
pair_431,CASE-3702_vs_CASE-3835,case-3703,case-3836,escalate,refuse_due_to_policy,trigger_phrase
pair_432,CASE-3702_vs_CASE-3837,case-3703,case-3838,escalate,refuse_due_to_policy,trigger_phrase
pair_433,CASE-3702_vs_CASE-3839,case-3703,case-3840,escalate,refuse_due_to_policy,trigger_phrase
pair_434,CASE-3702_vs_CASE-3841,case-3703,case-3842,escalate,refuse_due_to_policy,trigger_phrase
pair_435,CASE-3702_vs_CASE-3843,case-3703,case-3844,escalate,refuse_due_to_policy,trigger_phrase
pair_436,CASE-3702_vs_CASE-3845,case-3703,case-3846,escalate,refuse_due_to_policy,trigger_phrase
pair_437,CASE-3702_vs_CASE-3847,case-3703,case-3848,escalate,refuse_due_to_policy,trigger_phrase
pair_438,CASE-3702_vs_CASE-3849,case-3703,case-3850,escalate,refuse_due_to_policy,trigger_phrase
pair_439,CASE-3702_vs_CASE-3851,case-3703,case-3852,escalate,refuse_due_to_policy,trigger_phrase
pair_440,CASE-3702_vs_CASE-3853,case-3703,case-3854,escalate,refuse_due_to_policy,trigger_phrase
pair_441,CASE-3702_vs_CASE-3855,case-3703,case-3856,escalate,refuse_due_to_policy,trigger_phrase
pair_442,CASE-3702_vs_CASE-3857,case-3703,case-3858,escalate,refuse_due_to_policy,trigger_phrase
pair_443,CASE-3702_vs_CASE-3859,case-3703,case-3860,escalate,refuse_due_to_policy,trigger_phrase
pair_444,CASE-3702_vs_CASE-3861,case-3703,case-3862,escalate,refuse_due_to_policy,trigger_phrase
pair_445,CASE-3702_vs_CASE-3863,case-3703,case-3864,escalate,refuse_due_to_policy,trigger_phrase
pair_446,CASE-3702_vs_CASE-3865,case-3703,case-3866,escalate,refuse_due_to_policy,trigger_phrase
pair_447,CASE-3702_vs_CASE-3867,case-3703,case-3868,escalate,refuse_due_to_policy,trigger_phrase
pair_448,CASE-3702_vs_CASE-3869,case-3703,case-3870,escalate,refuse_due_to_policy,trigger_phrase
pair_449,CASE-3702_vs_CASE-3871,case-3703,case-3872,escalate,refuse_due_to_policy,trigger_phrase
pair_450,CASE-3702_vs_CASE-3873,case-3703,case-3874,escalate,refuse_due_to_policy,trigger_phrase
pair_451,CASE-3705_vs_CASE-3825,case-3706,case-3826,escalate,refuse_due_to_policy,trigger_phrase
pair_452,CASE-3705_vs_CASE-3827,case-3706,case-3828,escalate,refuse_due_to_policy,trigger_phrase
pair_453,CASE-3705_vs_CASE-3829,case-3706,case-3830,escalate,refuse_due_to_policy,trigger_phrase
pair_454,CASE-3705_vs_CASE-3831,case-3706,case-3832,escalate,refuse_due_to_policy,trigger_phrase
pair_455,CASE-3705_vs_CASE-3833,case-3706,case-3834,escalate,refuse_due_to_policy,trigger_phrase
pair_456,CASE-3705_vs_CASE-3835,case-3706,case-3836,escalate,refuse_due_to_policy,trigger_phrase
pair_457,CASE-3705_vs_CASE-3837,case-3706,case-3838,escalate,refuse_due_to_policy,trigger_phrase
pair_458,CASE-3705_vs_CASE-3839,case-3706,case-3840,escalate,refuse_due_to_policy,trigger_phrase
pair_459,CASE-3705_vs_CASE-3841,case-3706,case-3842,escalate,refuse_due_to_policy,trigger_phrase
pair_460,CASE-3705_vs_CASE-3843,case-3706,case-3844,escalate,refuse_due_to_policy,trigger_phrase
pair_461,CASE-3705_vs_CASE-3845,case-3706,case-3846,escalate,refuse_due_to_policy,trigger_phrase
pair_462,CASE-3705_vs_CASE-3847,case-3706,case-3848,escalate,refuse_due_to_policy,trigger_phrase
pair_463,CASE-3705_vs_CASE-3849,case-3706,case-3850,escalate,refuse_due_to_policy,trigger_phrase
pair_464,CASE-3705_vs_CASE-3851,case-3706,case-3852,escalate,refuse_due_to_policy,trigger_phrase
pair_465,CASE-3705_vs_CASE-3853,case-3706,case-3854,escalate,refuse_due_to_policy,trigger_phrase
pair_466,CASE-3705_vs_CASE-3855,case-3706,case-3856,escalate,refuse_due_to_policy,trigger_phrase
pair_467,CASE-3705_vs_CASE-3857,case-3706,case-3858,escalate,refuse_due_to_policy,trigger_phrase
pair_468,CASE-3705_vs_CASE-3859,case-3706,case-3860,escalate,refuse_due_to_policy,trigger_phrase
pair_469,CASE-3705_vs_CASE-3861,case-3706,case-3862,escalate,refuse_due_to_policy,trigger_phrase
pair_470,CASE-3705_vs_CASE-3863,case-3706,case-3864,escalate,refuse_due_to_policy,trigger_phrase
pair_471,CASE-3705_vs_CASE-3865,case-3706,case-3866,escalate,refuse_due_to_policy,trigger_phrase
pair_472,CASE-3705_vs_CASE-3867,case-3706,case-3868,escalate,refuse_due_to_policy,trigger_phrase
pair_473,CASE-3705_vs_CASE-3869,case-3706,case-3870,escalate,refuse_due_to_policy,trigger_phrase
pair_474,CASE-3705_vs_CASE-3871,case-3706,case-3872,escalate,refuse_due_to_policy,trigger_phrase
pair_475,CASE-3705_vs_CASE-3873,case-3706,case-3874,escalate,refuse_due_to_policy,trigger_phrase
pair_476,CASE-3708_vs_CASE-3825,case-3709,case-3826,escalate,refuse_due_to_policy,trigger_phrase
pair_477,CASE-3708_vs_CASE-3827,case-3709,case-3828,escalate,refuse_due_to_policy,trigger_phrase
pair_478,CASE-3708_vs_CASE-3829,case-3709,case-3830,escalate,refuse_due_to_policy,trigger_phrase
pair_479,CASE-3708_vs_CASE-3831,case-3709,case-3832,escalate,refuse_due_to_policy,trigger_phrase
pair_480,CASE-3708_vs_CASE-3833,case-3709,case-3834,escalate,refuse_due_to_policy,trigger_phrase
pair_481,CASE-3708_vs_CASE-3835,case-3709,case-3836,escalate,refuse_due_to_policy,trigger_phrase
pair_482,CASE-3708_vs_CASE-3837,case-3709,case-3838,escalate,refuse_due_to_policy,trigger_phrase
pair_483,CASE-3708_vs_CASE-3839,case-3709,case-3840,escalate,refuse_due_to_policy,trigger_phrase
pair_484,CASE-3708_vs_CASE-3841,case-3709,case-3842,escalate,refuse_due_to_policy,trigger_phrase
pair_485,CASE-3708_vs_CASE-3843,case-3709,case-3844,escalate,refuse_due_to_policy,trigger_phrase
pair_486,CASE-3708_vs_CASE-3845,case-3709,case-3846,escalate,refuse_due_to_policy,trigger_phrase
pair_487,CASE-3708_vs_CASE-3847,case-3709,case-3848,escalate,refuse_due_to_policy,trigger_phrase
pair_488,CASE-3708_vs_CASE-3849,case-3709,case-3850,escalate,refuse_due_to_policy,trigger_phrase
pair_489,CASE-3708_vs_CASE-3851,case-3709,case-3852,escalate,refuse_due_to_policy,trigger_phrase
pair_490,CASE-3708_vs_CASE-3853,case-3709,case-3854,escalate,refuse_due_to_policy,trigger_phrase
pair_491,CASE-3708_vs_CASE-3855,case-3709,case-3856,escalate,refuse_due_to_policy,trigger_phrase
pair_492,CASE-3708_vs_CASE-3857,case-3709,case-3858,escalate,refuse_due_to_policy,trigger_phrase
pair_493,CASE-3708_vs_CASE-3859,case-3709,case-3860,escalate,refuse_due_to_policy,trigger_phrase
pair_494,CASE-3708_vs_CASE-3861,case-3709,case-3862,escalate,refuse_due_to_policy,trigger_phrase
pair_495,CASE-3708_vs_CASE-3863,case-3709,case-3864,escalate,refuse_due_to_policy,trigger_phrase
pair_496,CASE-3708_vs_CASE-3865,case-3709,case-3866,escalate,refuse_due_to_policy,trigger_phrase
pair_497,CASE-3708_vs_CASE-3867,case-3709,case-3868,escalate,refuse_due_to_policy,trigger_phrase
pair_498,CASE-3708_vs_CASE-3869,case-3709,case-3870,escalate,refuse_due_to_policy,trigger_phrase
pair_499,CASE-3708_vs_CASE-3871,case-3709,case-3872,escalate,refuse_due_to_policy,trigger_phrase
pair_500,CASE-3708_vs_CASE-3873,case-3709,case-3874,escalate,refuse_due_to_policy,trigger_phrase
